index,current_price,make,model,year,title_status,mileage
597,29700,bmw,series,2016,clean vehicle,24293.0
598,27702,ford,f-150,2019,clean vehicle,20343.0
599,13500,buick,encore,2016,clean vehicle,19655.0
600,27102,ford,f-150,2019,clean vehicle,19100.0
601,27102,ford,f-150,2019,clean vehicle,20014.0
602,25811,ford,f-150,2019,clean vehicle,21774.0
603,26602,ford,f-150,2019,clean vehicle,21201.0
604,27102,ford,f-150,2019,clean vehicle,21766.0
605,37500,buick,enclave,2019,clean vehicle,12406.0
606,26211,ford,flex,2019,clean vehicle,17977.0
607,24205,ford,flex,2019,clean vehicle,22805.0
608,37500,cadillac,xt5,2019,clean vehicle,16013.0
609,27111,ford,flex,2019,clean vehicle,14382.0
610,27411,ford,flex,2019,clean vehicle,9660.0
611,27302,ford,flex,2019,clean vehicle,18969.0
612,27202,ford,f-150,2019,clean vehicle,24730.0
613,26311,ford,flex,2019,clean vehicle,15847.0
614,26602,ford,f-150,2019,clean vehicle,25009.0
615,33500,bmw,series,2017,clean vehicle,22115.0
616,27511,ford,flex,2019,clean vehicle,11836.0
617,21500,buick,door,2017,clean vehicle,23765.0
618,27200,ford,f-150,2019,clean vehicle,25508.0
619,26511,ford,flex,2019,clean vehicle,18196.0
620,24002,ford,flex,2019,clean vehicle,16106.0
621,21500,buick,door,2017,clean vehicle,14907.0
622,18511,ford,fusion,2019,clean vehicle,12735.0
623,14000,kia,sorento,2017,clean vehicle,53424.0
624,29000,buick,door,2017,clean vehicle,17940.0
625,23402,ford,flex,2019,clean vehicle,17417.0
626,13300,kia,door,2017,clean vehicle,37125.0
627,19700,bmw,x3,2017,clean vehicle,61428.0
628,23211,ford,flex,2019,clean vehicle,17025.0
629,15500,kia,sorento,2017,clean vehicle,37668.0
630,18111,ford,fusion,2019,clean vehicle,15805.0
631,21500,kia,sorento,2017,clean vehicle,43761.0
632,25511,ford,mustang,2019,clean vehicle,11342.0
633,17700,chevrolet,equinox,2017,clean vehicle,35664.0
634,28000,chevrolet,cutaway,2017,clean vehicle,12780.0
635,14000,chevrolet,door,2017,clean vehicle,38458.0
636,21700,chevrolet,door,2017,clean vehicle,34420.0
637,13500,chevrolet,door,2017,clean vehicle,46497.0
638,35500,chevrolet,1500,2017,clean vehicle,21268.0
639,29500,chevrolet,1500,2017,clean vehicle,31029.0
640,25300,chevrolet,1500,2017,clean vehicle,40878.0
641,21500,chevrolet,1500,2016,clean vehicle,20270.0
642,25900,chevrolet,door,2016,clean vehicle,32984.0
643,35300,chevrolet,door,2016,clean vehicle,75506.0
644,13500,chevrolet,door,2016,clean vehicle,39951.0
645,62000,chevrolet,corvette,2016,clean vehicle,19403.0
646,46000,chevrolet,corvette,2016,clean vehicle,4445.0
647,9000,chevrolet,malibu,2016,clean vehicle,67527.0
648,25900,chevrolet,door,2016,clean vehicle,33588.0
649,25800,chevrolet,door,2016,clean vehicle,10103.0
650,17000,chevrolet,door,2016,clean vehicle,26474.0
651,12800,chevrolet,door,2016,clean vehicle,40253.0
652,47400,chevrolet,3500,2016,clean vehicle,39624.0
653,24400,chevrolet,door,2016,clean vehicle,48705.0
654,17100,chevrolet,trax,2016,clean vehicle,19659.0
655,7400,chevrolet,door,2015,clean vehicle,91299.0
656,33100,chevrolet,door,2015,clean vehicle,81614.0
657,22000,chevrolet,trax,2020,clean vehicle,179.0
658,35000,chevrolet,1500,2019,clean vehicle,5523.0
659,16500,chevrolet,equinox,2019,clean vehicle,29841.0
660,35300,chevrolet,1500,2019,clean vehicle,8516.0
661,26900,chevrolet,traverse,2018,clean vehicle,42941.0
662,11600,chevrolet,trax,2017,clean vehicle,27498.0
663,28100,chevrolet,1500,2017,clean vehicle,31141.0
664,27700,chevrolet,1500,2017,clean vehicle,20784.0
665,17700,chevrolet,passenger,2017,clean vehicle,52667.0
666,16600,chevrolet,volt,2017,clean vehicle,26003.0
667,63200,chevrolet,corvette,2016,clean vehicle,4266.0
668,36800,chevrolet,door,2015,clean vehicle,32332.0
669,19500,chevrolet,passenger,2018,clean vehicle,44333.0
670,38800,chevrolet,tahoe,2019,clean vehicle,36198.0
671,37500,chevrolet,tahoe,2019,clean vehicle,33331.0
672,35000,chevrolet,suburban,2019,clean vehicle,43082.0
673,31100,chevrolet,camaro,2019,clean vehicle,24561.0
674,22600,chevrolet,van,2019,clean vehicle,13485.0
675,22400,chevrolet,van,2019,clean vehicle,15524.0
676,22700,chevrolet,van,2019,clean vehicle,8996.0
677,13700,chevrolet,malibu,2019,clean vehicle,47282.0
678,37100,chevrolet,suburban,2019,clean vehicle,34470.0
679,18500,chevrolet,colorado,2018,clean vehicle,87264.0
680,18300,chevrolet,2500,2017,clean vehicle,114344.0
681,19000,chevrolet,2500,2017,clean vehicle,111635.0
682,18500,chevrolet,1500,2017,clean vehicle,103955.0
683,22500,chevrolet,door,2016,clean vehicle,66640.0
684,14500,chevrolet,door,2014,clean vehicle,122018.0
685,32800,chevrolet,tahoe,2018,clean vehicle,46915.0
686,12300,chevrolet,malibu,2018,clean vehicle,53599.0
687,19600,chevrolet,1500,2018,clean vehicle,41672.0
688,13600,chevrolet,malibu,2018,clean vehicle,36047.0
689,7200,chevrolet,spark,2018,clean vehicle,42561.0
690,19900,chevrolet,1500,2018,clean vehicle,40345.0
691,13000,chevrolet,malibu,2018,clean vehicle,41751.0
692,19700,chevrolet,door,2016,clean vehicle,27593.0
693,9400,chevrolet,door,2017,clean vehicle,24009.0
694,23800,chevrolet,1500,2017,clean vehicle,85697.0
695,17700,chevrolet,equinox,2019,clean vehicle,25223.0
696,17000,chevrolet,door,2015,clean vehicle,27927.0
697,14000,chevrolet,door,2014,clean vehicle,135127.0
698,32100,chevrolet,2500,2018,clean vehicle,55532.0
699,33100,chevrolet,2500,2019,clean vehicle,72172.0
700,31600,chevrolet,2500,2018,clean vehicle,57751.0
701,5100,chevrolet,door,2013,clean vehicle,96314.0
702,4100,chevrolet,door,2013,clean vehicle,89152.0
703,7200,chevrolet,door,2014,clean vehicle,114660.0
704,12800,chevrolet,1500,2014,clean vehicle,177322.0
705,46800,chevrolet,1500,2019,clean vehicle,36423.0
706,21800,chevrolet,van,2019,clean vehicle,23759.0
707,3000,chevrolet,door,2013,clean vehicle,120667.0
708,22500,chevrolet,colorado,2017,clean vehicle,65344.0
709,35300,chevrolet,suburban,2018,clean vehicle,51347.0
710,16500,chevrolet,volt,2017,clean vehicle,52322.0
711,33000,chevrolet,door,2017,clean vehicle,67620.0
712,31500,chevrolet,1500,2017,clean vehicle,59965.0
713,34500,chevrolet,1500,2017,clean vehicle,28739.0
714,8000,chevrolet,trax,2016,clean vehicle,77429.0
715,25000,chevrolet,1500,2017,clean vehicle,20847.0
716,10700,chevrolet,trax,2016,clean vehicle,44280.0
717,13400,chevrolet,door,2016,clean vehicle,86031.0
718,16500,chevrolet,equinox,2019,clean vehicle,7622.0
719,34000,chevrolet,traverse,2019,clean vehicle,8067.0
720,14100,chevrolet,trax,2018,clean vehicle,16502.0
721,38600,chevrolet,1500,2019,clean vehicle,20681.0
722,9100,chevrolet,door,2016,clean vehicle,54655.0
723,8600,chevrolet,door,2016,clean vehicle,57825.0
724,22000,chevrolet,door,2016,clean vehicle,58856.0
725,8900,chevrolet,colorado,2015,clean vehicle,85072.0
726,15500,chevrolet,door,2015,clean vehicle,79506.0
727,3300,chevrolet,door,2015,clean vehicle,85301.0
728,29000,chevrolet,1500,2015,clean vehicle,69377.0
729,17300,chevrolet,equinox,2020,clean vehicle,15577.0
730,30500,chevrolet,traverse,2020,clean vehicle,23470.0
731,25000,chevrolet,impala,2020,clean vehicle,18715.0
732,2800,chevrolet,cruze,2012,clean vehicle,61258.0
733,3300,chevrolet,door,2012,clean vehicle,131791.0
734,36400,chevrolet,suburban,2019,clean vehicle,35705.0
735,34800,chevrolet,suburban,2019,clean vehicle,48982.0
736,20700,chevrolet,ld,2019,clean vehicle,33745.0
737,32200,chevrolet,suburban,2019,clean vehicle,42267.0
738,35300,chevrolet,tahoe,2019,clean vehicle,46863.0
739,33500,chevrolet,suburban,2019,clean vehicle,36443.0
740,13700,chevrolet,impala,2019,clean vehicle,14939.0
741,15900,chevrolet,malibu,2019,clean vehicle,22026.0
742,33200,chevrolet,suburban,2019,clean vehicle,38278.0
743,35500,chevrolet,suburban,2019,clean vehicle,46149.0
744,29800,chevrolet,suburban,2018,clean vehicle,48427.0
745,29800,chevrolet,suburban,2018,clean vehicle,48807.0
746,29500,chevrolet,suburban,2018,clean vehicle,52618.0
747,30300,chevrolet,suburban,2018,clean vehicle,46494.0
748,24300,chevrolet,1500,2018,clean vehicle,56296.0
749,29800,chevrolet,suburban,2017,clean vehicle,33909.0
750,29800,chevrolet,suburban,2017,clean vehicle,33028.0
751,27500,chevrolet,camaro,2016,clean vehicle,44653.0
752,10800,chevrolet,door,2017,clean vehicle,80516.0
753,11500,chevrolet,van,2017,clean vehicle,105151.0
754,10400,chevrolet,van,2017,clean vehicle,78368.0
755,11400,chevrolet,equinox,2018,clean vehicle,78956.0
756,11400,chevrolet,equinox,2018,clean vehicle,88564.0
757,8000,chevrolet,door,2015,clean vehicle,78800.0
758,3000,chevrolet,door,2012,clean vehicle,111856.0
759,25000,chevrolet,door,2015,clean vehicle,80946.0
760,12300,chevrolet,traverse,2017,clean vehicle,83168.0
761,14100,chevrolet,traverse,2017,clean vehicle,58606.0
762,9000,chevrolet,van,2014,clean vehicle,82020.0
763,4200,chevrolet,door,2014,clean vehicle,102500.0
764,22500,chevrolet,van,2019,clean vehicle,8150.0
765,22600,chevrolet,van,2019,clean vehicle,6159.0
766,22600,chevrolet,van,2019,clean vehicle,5938.0
767,22500,chevrolet,van,2019,clean vehicle,9019.0
768,10200,chevrolet,malibu,2018,clean vehicle,45836.0
769,42700,chevrolet,3500,2016,clean vehicle,60215.0
770,21200,chevrolet,tahoe,2015,clean vehicle,125507.0
771,22700,chevrolet,door,2016,clean vehicle,90944.0
772,22000,chevrolet,tahoe,2015,clean vehicle,82785.0
773,9600,chevrolet,1500,2014,clean vehicle,150525.0
774,10500,chevrolet,door,2013,clean vehicle,112267.0
775,6700,chevrolet,door,2013,clean vehicle,139394.0
776,14200,chevrolet,door,2013,clean vehicle,82543.0
777,15500,chevrolet,equinox,2019,clean vehicle,13532.0
778,35100,chevrolet,1500,2018,clean vehicle,14751.0
779,26300,chevrolet,camaro,2018,clean vehicle,11150.0
780,15700,chevrolet,colorado,2016,clean vehicle,91248.0
781,17600,chevrolet,1500,2016,clean vehicle,65336.0
782,18600,chevrolet,1500,2016,clean vehicle,48974.0
783,19100,chevrolet,1500,2016,clean vehicle,40011.0
784,15200,chevrolet,equinox,2019,clean vehicle,37444.0
785,16100,chevrolet,equinox,2019,clean vehicle,43199.0
786,14800,chevrolet,equinox,2019,clean vehicle,43589.0
787,16700,chevrolet,equinox,2019,clean vehicle,32870.0
788,15300,chevrolet,equinox,2019,clean vehicle,38826.0
789,16500,chevrolet,equinox,2019,clean vehicle,33739.0
790,19600,chevrolet,passenger,2019,clean vehicle,35309.0
791,15200,chevrolet,impala,2019,clean vehicle,32248.0
792,15000,chevrolet,impala,2019,clean vehicle,36165.0
793,15500,chevrolet,impala,2019,clean vehicle,29922.0
794,15700,chevrolet,impala,2019,clean vehicle,26848.0
795,14800,chevrolet,impala,2019,clean vehicle,41163.0
796,9200,chevrolet,cruze,2017,clean vehicle,32856.0
797,8200,chevrolet,impala,2017,clean vehicle,100315.0
798,11400,chevrolet,door,2013,clean vehicle,91638.0
799,6500,chevrolet,door,2015,clean vehicle,83173.0
800,11500,chevrolet,door,2014,clean vehicle,94356.0
801,23800,chevrolet,door,2015,clean vehicle,85792.0
802,8900,chevrolet,door,2014,clean vehicle,129068.0
803,28300,chevrolet,ld,2019,clean vehicle,27665.0
804,27300,chevrolet,ld,2019,clean vehicle,25427.0
805,3500,chevrolet,door,2013,clean vehicle,78198.0
806,28300,chevrolet,colorado,2020,clean vehicle,13886.0
807,18300,chevrolet,impala,2019,clean vehicle,34538.0
808,22500,dodge,charger,2018,clean vehicle,20575.0
809,22500,dodge,charger,2018,clean vehicle,26026.0
810,8300,dodge,door,2012,clean vehicle,99015.0
811,16500,dodge,caravan,2019,clean vehicle,27327.0
812,14500,dodge,journey,2019,clean vehicle,30229.0
813,30000,dodge,charger,2019,clean vehicle,43294.0
814,30000,dodge,charger,2019,clean vehicle,54309.0
815,30000,dodge,charger,2019,clean vehicle,52822.0
816,30000,dodge,charger,2019,clean vehicle,45554.0
817,30000,dodge,charger,2019,clean vehicle,37538.0
818,29500,dodge,charger,2019,clean vehicle,35153.0
819,21600,dodge,challenger,2019,clean vehicle,23783.0
820,22600,dodge,charger,2019,clean vehicle,30759.0
821,16300,dodge,caravan,2019,clean vehicle,38922.0
822,8600,dodge,door,2012,clean vehicle,165836.0
823,28800,dodge,durango,2019,clean vehicle,19235.0
824,22100,dodge,challenger,2019,clean vehicle,9445.0
825,14300,dodge,journey,2018,clean vehicle,19164.0
826,13700,dodge,caravan,2018,clean vehicle,54106.0
827,29500,dodge,challenger,2017,clean vehicle,32051.0
828,18500,dodge,journey,2017,clean vehicle,14870.0
829,19000,dodge,door,2016,clean vehicle,32294.0
830,43400,dodge,challenger,2015,clean vehicle,7250.0
831,46000,dodge,challenger,2015,clean vehicle,10145.0
832,12500,dodge,journey,2018,clean vehicle,59924.0
833,13900,dodge,charger,2017,clean vehicle,21304.0
834,13000,dodge,caravan,2018,clean vehicle,52079.0
835,13000,dodge,caravan,2018,clean vehicle,54960.0
836,3000,dodge,door,2013,clean vehicle,80099.0
837,17500,dodge,caravan,2019,clean vehicle,23987.0
838,7900,dodge,door,2017,clean vehicle,84144.0
839,8900,dodge,door,2014,clean vehicle,85639.0
840,11500,dodge,caravan,2018,clean vehicle,50193.0
841,6500,dodge,journey,2017,clean vehicle,74392.0
842,8000,dodge,door,2017,clean vehicle,76117.0
843,18700,dodge,challenger,2018,clean vehicle,36358.0
844,8350,dodge,journey,2017,clean vehicle,90685.0
845,27900,dodge,charger,2017,clean vehicle,54141.0
846,14500,dodge,door,2016,clean vehicle,82240.0
847,6200,dodge,door,2016,clean vehicle,66167.0
848,7500,dodge,door,2012,clean vehicle,144220.0
849,20200,dodge,caravan,2019,clean vehicle,24722.0
850,29300,dodge,durango,2019,clean vehicle,41198.0
851,31000,dodge,durango,2019,clean vehicle,26353.0
852,32400,dodge,durango,2019,clean vehicle,28280.0
853,5800,dodge,door,2012,clean vehicle,130120.0
854,21500,dodge,charger,2019,clean vehicle,15340.0
855,23100,dodge,charger,2018,clean vehicle,12265.0
856,4500,dodge,van,2014,clean vehicle,94872.0
857,24800,dodge,charger,2018,clean vehicle,17946.0
858,23000,dodge,charger,2018,clean vehicle,26996.0
859,26900,dodge,journey,2019,clean vehicle,5775.0
860,21500,dodge,challenger,2018,clean vehicle,6748.0
861,15700,dodge,journey,2018,clean vehicle,38128.0
862,15200,dodge,caravan,2018,clean vehicle,41636.0
863,23300,dodge,charger,2018,clean vehicle,5359.0
864,6100,dodge,door,2015,clean vehicle,70296.0
865,20000,dodge,journey,2017,clean vehicle,11346.0
866,53000,dodge,challenger,2017,clean vehicle,7415.0
867,3000,dodge,door,2013,clean vehicle,107593.0
868,18200,dodge,door,2016,clean vehicle,50639.0
869,21800,dodge,challenger,2019,clean vehicle,6530.0
870,52000,dodge,charger,2016,clean vehicle,17432.0
871,19000,dodge,charger,2019,clean vehicle,19636.0
872,25000,dodge,challenger,2016,clean vehicle,41748.0
873,36000,dodge,challenger,2016,clean vehicle,13162.0
874,17000,dodge,caravan,2019,clean vehicle,32937.0
875,25300,dodge,door,2015,clean vehicle,23095.0
876,14900,dodge,journey,2017,clean vehicle,34432.0
877,15000,dodge,caravan,2017,clean vehicle,48162.0
878,12995,dodge,doors,2014,clean vehicle,68310.0
879,17750,dodge,doors,2014,clean vehicle,48000.0
880,10295,dodge,doors,2014,clean vehicle,105962.0
881,16995,dodge,doors,2014,clean vehicle,96575.0
882,25000,dodge,doors,2014,clean vehicle,13239.0
883,23995,dodge,doors,2014,clean vehicle,24934.0
884,14900,dodge,doors,2014,clean vehicle,46859.0
885,15810,dodge,doors,2014,clean vehicle,44468.0
886,20227,dodge,doors,2014,clean vehicle,62230.0
887,20999,dodge,doors,2014,clean vehicle,37082.0
888,22499,dodge,doors,2014,clean vehicle,23964.0
889,23495,dodge,doors,2014,clean vehicle,11204.0
890,25250,dodge,doors,2014,clean vehicle,7608.0
891,15322,dodge,doors,2014,clean vehicle,49982.0
892,21232,dodge,charger,2019,clean vehicle,4950.0
893,5800,dodge,journey,2013,clean vehicle,111628.0
894,29000,dodge,door,2012,clean vehicle,15927.0
895,17000,dodge,caravan,2018,clean vehicle,36299.0
896,13800,dodge,journey,2018,clean vehicle,28469.0
897,30000,dodge,durango,2019,clean vehicle,29086.0
898,14800,dodge,caravan,2017,clean vehicle,35991.0
899,8500,dodge,journey,2017,clean vehicle,62224.0
900,9800,dodge,door,2013,clean vehicle,86500.0
901,4200,dodge,door,2014,clean vehicle,144725.0
903,28700,dodge,charger,2018,clean vehicle,19636.0
904,18500,dodge,challenger,2018,clean vehicle,34272.0
905,17300,dodge,challenger,2018,clean vehicle,42909.0
906,7100,dodge,door,2016,clean vehicle,55749.0
908,30700,dodge,durango,2017,clean vehicle,20328.0
909,3000,dodge,door,2012,clean vehicle,149332.0
910,26500,dodge,durango,2019,clean vehicle,28551.0
911,20800,dodge,charger,2019,clean vehicle,35098.0
912,20800,dodge,charger,2019,clean vehicle,35365.0
913,5100,dodge,door,2015,clean vehicle,88398.0
914,18900,dodge,challenger,2019,clean vehicle,27957.0
915,24000,dodge,durango,2019,clean vehicle,30161.0
916,38800,dodge,challenger,2015,clean vehicle,26292.0
917,24500,dodge,durango,2019,clean vehicle,25780.0
918,24500,dodge,durango,2019,clean vehicle,25032.0
919,6500,dodge,door,2016,clean vehicle,72248.0
920,24000,dodge,durango,2019,clean vehicle,30630.0
921,18000,dodge,door,2014,clean vehicle,86125.0
922,24000,dodge,durango,2019,clean vehicle,30408.0
923,23500,dodge,durango,2019,clean vehicle,35443.0
924,4500,dodge,van,2014,clean vehicle,95377.0
925,25900,dodge,durango,2019,clean vehicle,32724.0
926,13900,dodge,caravan,2019,clean vehicle,45089.0
927,14200,dodge,journey,2019,clean vehicle,35948.0
928,15400,dodge,caravan,2019,clean vehicle,41601.0
929,17500,dodge,challenger,2019,clean vehicle,26370.0
930,17500,dodge,caravan,2019,clean vehicle,18271.0
931,18000,dodge,caravan,2019,clean vehicle,9476.0
932,25200,dodge,door,2012,clean vehicle,80899.0
933,14100,dodge,caravan,2018,clean vehicle,57394.0
934,13300,dodge,caravan,2018,clean vehicle,42190.0
935,16200,dodge,caravan,2019,clean vehicle,22591.0
936,13300,dodge,caravan,2018,clean vehicle,48681.0
937,13100,dodge,caravan,2018,clean vehicle,42621.0
938,15500,dodge,caravan,2017,clean vehicle,27761.0
940,28400,dodge,durango,2019,clean vehicle,14355.0
941,17400,dodge,caravan,2019,clean vehicle,9467.0
942,6000,dodge,door,2014,clean vehicle,122837.0
943,20700,dodge,challenger,2019,clean vehicle,18313.0
944,20300,dodge,challenger,2019,clean vehicle,19506.0
945,14000,dodge,journey,2018,clean vehicle,14750.0
946,22000,dodge,challenger,2019,clean vehicle,11280.0
947,17200,dodge,journey,2019,clean vehicle,13944.0
948,15000,dodge,door,2016,clean vehicle,26922.0
949,17500,dodge,journey,2019,clean vehicle,12690.0
952,16300,dodge,caravan,2019,clean vehicle,28289.0
953,15700,dodge,caravan,2019,clean vehicle,38041.0
954,10000,dodge,journey,2017,clean vehicle,52386.0
955,23100,dodge,charger,2019,clean vehicle,34391.0
956,14900,dodge,caravan,2019,clean vehicle,39515.0
957,16700,dodge,journey,2019,clean vehicle,22074.0
958,16300,dodge,caravan,2019,clean vehicle,28782.0
959,25800,dodge,durango,2019,clean vehicle,30092.0
960,23800,dodge,challenger,2019,clean vehicle,26443.0
961,16800,dodge,journey,2019,clean vehicle,28981.0
962,15500,dodge,journey,2019,clean vehicle,32865.0
963,6000,dodge,door,2014,clean vehicle,117258.0
964,26900,dodge,durango,2019,clean vehicle,16397.0
965,16900,dodge,caravan,2019,clean vehicle,16176.0
966,19500,dodge,caravan,2019,clean vehicle,1091.0
967,15400,dodge,caravan,2019,clean vehicle,17472.0
968,2300,dodge,door,2012,clean vehicle,123882.0
969,17000,dodge,charger,2019,clean vehicle,10341.0
970,34000,dodge,durango,2019,clean vehicle,19695.0
971,13700,dodge,journey,2017,clean vehicle,51041.0
972,19100,dodge,challenger,2018,clean vehicle,22646.0
973,11800,dodge,journey,2018,clean vehicle,18138.0
974,27500,dodge,durango,2019,clean vehicle,23987.0
975,26900,dodge,durango,2019,clean vehicle,17160.0
976,27100,dodge,durango,2019,clean vehicle,26929.0
977,27200,dodge,durango,2019,clean vehicle,25815.0
978,9000,dodge,caravan,2017,clean vehicle,81992.0
979,22500,dodge,challenger,2019,clean vehicle,5000.0
980,7700,dodge,door,2015,clean vehicle,62683.0
981,4500,dodge,van,2013,clean vehicle,107224.0
983,21500,dodge,charger,2019,clean vehicle,35153.0
984,18800,dodge,challenger,2019,clean vehicle,26474.0
985,21800,dodge,charger,2019,clean vehicle,30943.0
986,20300,dodge,challenger,2019,clean vehicle,17154.0
987,8200,dodge,van,2016,clean vehicle,79637.0
988,19000,dodge,caravan,2019,clean vehicle,12123.0
989,8400,dodge,door,2016,clean vehicle,107822.0
990,19500,dodge,caravan,2019,clean vehicle,10221.0
991,7000,dodge,door,2015,clean vehicle,95278.0
992,19500,dodge,challenger,2019,clean vehicle,13457.0
993,8500,dodge,van,2014,clean vehicle,69936.0
994,20500,dodge,challenger,2019,clean vehicle,13520.0
995,4900,dodge,door,2014,clean vehicle,96922.0
996,20800,dodge,door,2014,clean vehicle,72594.0
997,28500,dodge,durango,2019,clean vehicle,17896.0
998,21900,dodge,caravan,2019,clean vehicle,11088.0
999,15800,dodge,caravan,2019,clean vehicle,29567.0
1000,33000,dodge,durango,2019,clean vehicle,15655.0
1001,22700,dodge,challenger,2019,clean vehicle,26428.0
1002,21900,dodge,charger,2019,clean vehicle,29003.0
1003,19300,dodge,charger,2019,clean vehicle,32229.0
1004,30700,dodge,durango,2019,clean vehicle,26503.0
1005,19300,dodge,challenger,2019,clean vehicle,15446.0
1006,13750,dodge,caravan,2014,clean vehicle,128556.0
1007,16400,dodge,caravan,2019,clean vehicle,23369.0
1008,19500,dodge,caravan,2019,clean vehicle,8767.0
1009,15100,dodge,caravan,2019,clean vehicle,48319.0
1010,28500,dodge,durango,2019,clean vehicle,15275.0
1011,15300,dodge,caravan,2019,clean vehicle,33826.0
1012,20300,dodge,challenger,2019,clean vehicle,16679.0
1013,22000,dodge,charger,2019,clean vehicle,26184.0
1014,16700,dodge,journey,2019,clean vehicle,21203.0
1015,19300,dodge,challenger,2019,clean vehicle,17870.0
1016,34100,dodge,durango,2019,clean vehicle,17909.0
1017,14600,dodge,caravan,2019,clean vehicle,41126.0
1018,18200,dodge,caravan,2019,clean vehicle,14098.0
1019,33800,dodge,durango,2019,clean vehicle,15003.0
1020,15900,dodge,journey,2019,clean vehicle,29105.0
1021,16500,dodge,caravan,2019,clean vehicle,34794.0
1022,29600,dodge,durango,2019,clean vehicle,20034.0
1023,14100,dodge,caravan,2019,clean vehicle,46942.0
1024,18200,dodge,caravan,2019,clean vehicle,14753.0
1025,18200,dodge,caravan,2019,clean vehicle,14359.0
1026,24300,dodge,charger,2019,clean vehicle,34922.0
1027,15400,dodge,journey,2019,clean vehicle,20944.0
1028,19000,dodge,journey,2019,clean vehicle,9877.0
1029,19000,dodge,journey,2019,clean vehicle,8949.0
1030,27800,dodge,challenger,2017,clean vehicle,13627.0
1031,18200,dodge,journey,2019,clean vehicle,18291.0
1032,15000,dodge,journey,2018,clean vehicle,38029.0
1033,19200,dodge,caravan,2017,clean vehicle,32593.0
1034,15500,dodge,caravan,2018,clean vehicle,37352.0
1035,24900,dodge,challenger,2017,clean vehicle,23030.0
1036,15500,dodge,journey,2018,clean vehicle,30671.0
1038,18400,dodge,journey,2017,clean vehicle,15027.0
1039,14700,dodge,caravan,2018,clean vehicle,29115.0
1040,3900,dodge,door,2015,clean vehicle,93604.0
1041,5200,dodge,door,2015,clean vehicle,100203.0
1042,17200,dodge,caravan,2019,clean vehicle,35401.0
1043,18700,dodge,caravan,2019,clean vehicle,20279.0
1044,32000,dodge,durango,2019,clean vehicle,26090.0
1045,14500,dodge,door,2015,clean vehicle,107924.0
1046,19400,dodge,caravan,2019,clean vehicle,14906.0
1047,17300,dodge,caravan,2019,clean vehicle,34407.0
1048,16700,dodge,journey,2019,clean vehicle,18049.0
1049,19100,dodge,caravan,2019,clean vehicle,18132.0
1050,11100,dodge,door,2013,clean vehicle,109176.0
1051,32000,dodge,durango,2019,clean vehicle,25456.0
1052,16900,dodge,caravan,2019,clean vehicle,38375.0
1053,18000,dodge,charger,2017,clean vehicle,39792.0
1054,17800,dodge,caravan,2019,clean vehicle,30403.0
1055,18000,dodge,caravan,2019,clean vehicle,28252.0
1056,17500,dodge,caravan,2019,clean vehicle,31904.0
1057,14500,dodge,caravan,2018,clean vehicle,24336.0
1058,18500,dodge,caravan,2019,clean vehicle,23961.0
1059,18600,dodge,caravan,2019,clean vehicle,22919.0
1060,32000,dodge,durango,2019,clean vehicle,22863.0
1061,17000,dodge,caravan,2019,clean vehicle,38817.0
1062,16000,dodge,caravan,2019,clean vehicle,48854.0
1063,18000,dodge,caravan,2019,clean vehicle,27288.0
1064,15900,dodge,charger,2020,clean vehicle,5284.0
1065,6200,dodge,door,2016,clean vehicle,99988.0
1066,3700,dodge,door,2013,clean vehicle,84109.0
1067,24000,dodge,door,2012,clean vehicle,88539.0
1068,20800,dodge,van,2013,clean vehicle,33739.0
1069,18500,dodge,door,2012,clean vehicle,101017.0
1070,18300,dodge,challenger,2019,clean vehicle,13906.0
1071,21000,dodge,charger,2019,clean vehicle,20601.0
1073,11900,dodge,charger,2019,clean vehicle,23421.0
1075,26800,dodge,durango,2019,clean vehicle,21309.0
1077,21000,dodge,caravan,2019,clean vehicle,10350.0
1079,33500,dodge,durango,2019,clean vehicle,8605.0
1081,21000,dodge,caravan,2019,clean vehicle,10170.0
1082,26800,dodge,durango,2019,clean vehicle,22272.0
1083,5700,dodge,van,2016,clean vehicle,101906.0
1084,18500,dodge,challenger,2019,clean vehicle,27019.0
1085,33000,dodge,durango,2019,clean vehicle,10930.0
1086,11000,dodge,caravan,2019,clean vehicle,73552.0
1087,15800,dodge,caravan,2019,clean vehicle,37107.0
1089,16300,dodge,caravan,2019,clean vehicle,36993.0
1090,2700,dodge,door,2015,clean vehicle,67133.0
1091,12800,dodge,caravan,2019,clean vehicle,33580.0
1092,9700,dodge,door,2015,clean vehicle,94140.0
1093,18300,dodge,journey,2019,clean vehicle,10447.0
1094,16000,dodge,charger,2019,clean vehicle,10229.0
1095,21000,dodge,caravan,2019,clean vehicle,6269.0
1096,3700,dodge,door,2014,clean vehicle,98699.0
1097,33000,dodge,durango,2019,clean vehicle,10631.0
1098,14700,dodge,caravan,2019,clean vehicle,44381.0
1099,33000,dodge,durango,2019,clean vehicle,13960.0
1100,15900,dodge,caravan,2019,clean vehicle,14051.0
1101,33000,dodge,durango,2019,clean vehicle,20800.0
1102,33000,dodge,durango,2019,clean vehicle,8873.0
1103,32500,dodge,durango,2019,clean vehicle,15502.0
1104,33000,dodge,durango,2019,clean vehicle,9669.0
1105,13000,dodge,caravan,2018,clean vehicle,50873.0
1106,33000,dodge,durango,2019,clean vehicle,14117.0
1107,16500,dodge,charger,2019,clean vehicle,46820.0
1108,33000,dodge,durango,2019,clean vehicle,7247.0
